geometry,weight,road_type
"{""type"": ""LineString"", ""coordinates"": [[121.4831871, 25.1578465], [121.4830013, 25.1580747]]}",31.460911389866588,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4830013, 25.1580747], [121.4828036, 25.1583176]]}",33.48338787970216,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4828036, 25.1583176], [121.4826042, 25.1584544]]}",25.173578229766346,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4826042, 25.1584544], [121.4825772, 25.1584729]]}",3.407086678848996,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4825772, 25.1584729], [121.4823857, 25.1585726]]}",22.24115770700931,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4823857, 25.1585726], [121.4814621, 25.1590448]]}",106.79583386191801,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4814621, 25.1590448], [121.4813647, 25.1590946]]}",11.26251579732798,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4813647, 25.1590946], [121.4800098, 25.1597721]]}",155.84837797052114,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4800098, 25.1597721], [121.4796676, 25.1598488]]}",35.52859818624298,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4796676, 25.1598488], [121.4795098, 25.1599296]]}",18.252964965942258,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4795098, 25.1599296], [121.4794993, 25.160034]]}",11.612460752816125,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4794993, 25.160034], [121.4795852, 25.1601019]]}",11.469870483313043,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4795852, 25.1601019], [121.4798051, 25.1600971]]}",22.174870711747904,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4798051, 25.1600971], [121.4802121, 25.1600308]]}",41.68242671730477,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4802121, 25.1600308], [121.4802852, 25.1600947]]}",10.217913914263287,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4802852, 25.1600947], [121.4802818, 25.1601959]]}",11.214900422819824,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4802818, 25.1601959], [121.4802174, 25.1602615]]}",9.744191388880187,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4802174, 25.1602615], [121.4799895, 25.1603343]]}",24.34901304658282,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4799895, 25.1603343], [121.4797266, 25.1603538]]}",26.591217593918827,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4797266, 25.1603538], [121.4790217, 25.1607307]]}",82.4179047051195,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4790217, 25.1607307], [121.4784692, 25.1607696]]}",55.864589089746936,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4784692, 25.1607696], [121.4781741, 25.1609152]]}",33.83973472490939,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4781741, 25.1609152], [121.4778898, 25.1608958]]}",28.741021787652265,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4778898, 25.1608958], [121.4776988, 25.1607325]]}",26.41853609781794,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4776988, 25.1607325], [121.477525, 25.1607599]]}",17.781903403944014,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.477525, 25.1607599], [121.4772675, 25.1608473]]}",27.70533344756358,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4772675, 25.1608473], [121.47698, 25.1606839]]}",34.17036461205281,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.47698, 25.1606839], [121.4768818, 25.1606555]]}",10.387458868183222,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4768818, 25.1606555], [121.4767101, 25.1608303]]}",25.97120095798143,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4767101, 25.1608303], [121.4766238, 25.1608764]]}",10.087862578343968,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4766238, 25.1608764], [121.4764092, 25.1608473]]}",21.872860317063424,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4764092, 25.1608473], [121.4762461, 25.1608109]]}",16.929419477951267,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4762461, 25.1608109], [121.4755753, 25.1609225]]}",68.74460952018713,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4755753, 25.1609225], [121.4755243, 25.1609929]]}",9.34038078784091,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4755243, 25.1609929], [121.4755484, 25.1610706]]}",8.94296620867829,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4755484, 25.1610706], [121.4756075, 25.1611192]]}",8.029736681647012,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4756075, 25.1611192], [121.4757174, 25.161124]]}",11.091859930408917,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4757174, 25.161124], [121.4760742, 25.1609905]]}",38.89036620004916,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4760742, 25.1609905], [121.4761895, 25.1609735]]}",11.77504379264734,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4761895, 25.1609735], [121.4762863, 25.1609954]]}",10.055488121043895,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4762863, 25.1609954], [121.4763212, 25.1610925]]}",11.316335833121558,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4763212, 25.1610925], [121.4762646, 25.1611896]]}",12.17531224493132,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4762646, 25.1611896], [121.4760742, 25.1612284]]}",19.669637507793173,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4760742, 25.1612284], [121.475449, 25.1613085]]}",63.64828989406379,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.475449, 25.1613085], [121.4752832, 25.1612114]]}",19.875932114288346,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4752832, 25.1612114], [121.4750954, 25.1611969]]}",19.000265102067036,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4750954, 25.1611969], [121.4749447, 25.1613182]]}",20.281281155541762,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4749447, 25.1613182], [121.4748565, 25.1615054]]}",22.56159912227702,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4748565, 25.1615054], [121.4745375, 25.1616193]]}",34.54482411202514,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4745375, 25.1616193], [121.4739716, 25.1616678]]}",57.3009833190276,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4739716, 25.1616678], [121.473529, 25.1619325]]}",53.38997919523133,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.473529, 25.1619325], [121.4733251, 25.1618062]]}",24.86430805958585,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4733251, 25.1618062], [121.4732018, 25.1618038]]}",12.432744319874185,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4732018, 25.1618038], [121.4724449, 25.1622359]]}",90.07215168063927,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4724449, 25.1622359], [121.4723032, 25.1622529]]}",14.4083362118238,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4723032, 25.1622529], [121.4721906, 25.1621825]]}",13.77166266105038,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4721906, 25.1621825], [121.4720967, 25.162032]]}",19.170581945729914,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4720967, 25.162032], [121.471984, 25.1619106]]}",17.604118169109206,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.471984, 25.1619106], [121.4718124, 25.1618936]]}",17.401205030249,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4718124, 25.1618936], [121.4715656, 25.1620587]]}",30.877987773610425,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4715656, 25.1620587], [121.4712089, 25.162134]]}",36.913578849477275,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4712089, 25.162134], [121.4709058, 25.162134]]}",30.55549191876329,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4709058, 25.162134], [121.4706425, 25.1621631]]}",26.738251532539746,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4706425, 25.1621631], [121.4703742, 25.1622165]]}",27.686511629112392,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4703742, 25.1622165], [121.4698812, 25.1620878]]}",51.70343795258477,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4698812, 25.1620878], [121.4694815, 25.1620903]]}",40.29469161083041,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4694815, 25.1620903], [121.4692432, 25.1621161]]}",24.192394893368796,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4692432, 25.1621161], [121.4691007, 25.1621315]]}",14.466337797263506,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4691007, 25.1621315], [121.4686849, 25.1621874]]}",42.37161373318099,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4686849, 25.1621874], [121.468281, 25.1622054]]}",40.76588715364798,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.468281, 25.1622054], [121.4679591, 25.1621083]]}",34.18667657542997,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4679591, 25.1621083], [121.4671303, 25.1617562]]}",92.2058721203828,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4671303, 25.1617562], [121.4656229, 25.1613387]]}",158.8425015183085,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4656229, 25.1613387], [121.4652662, 25.161329]]}",35.97516378446361,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4652662, 25.161329], [121.4649604, 25.1614236]]}",32.56004942409211,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4649604, 25.1614236], [121.4646265, 25.1616171]]}",39.905235898509176,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4646265, 25.1616171], [121.4631051, 25.1628621]]}",206.25422296276415,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4631051, 25.1628621], [121.4628503, 25.1630769]]}",35.012522613426675,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4628503, 25.1630769], [121.4625137, 25.1632845]]}",40.990044761893294,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4625137, 25.1632845], [121.4619645, 25.163608]]}",65.94853242474521,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4619645, 25.163608], [121.4616829, 25.1636905]]}",29.822303250258695,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4616829, 25.1636905], [121.4615159, 25.1636923]]}",16.836207666222847,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4615159, 25.1636923], [121.4613737, 25.1636693]]}",14.559602998719825,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4613737, 25.1636693], [121.461157, 25.163594]]}",23.383373599750378,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.461157, 25.163594], [121.460457, 25.1633002]]}",77.70874968059626,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.460457, 25.1633002], [121.4601405, 25.1632031]]}",33.67008159017863,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.460457, 25.1633002], [121.4608647, 25.1631716]]}",43.49831353658633,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4601405, 25.1632031], [121.459674, 25.1629991]]}",52.174502666782196,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.459674, 25.1629991], [121.4591945, 25.1628569]]}",50.83953006959977,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.459674, 25.1629991], [121.4601941, 25.1628973]]}",53.62967979733981,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4591945, 25.1628569], [121.45888, 25.1627636]]}",33.34635166120746,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4591945, 25.1628569], [121.4592094, 25.1628136]]}",5.0259215753636335,footway
"{""type"": ""LineString"", ""coordinates"": [[121.45888, 25.1627636], [121.458227, 25.1625783]]}",68.95414413260292,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.458227, 25.1625783], [121.458142, 25.1625542]]}",8.97499463828267,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.458227, 25.1625783], [121.4582737, 25.1624999]]}",9.878145845729055,footway
"{""type"": ""LineString"", ""coordinates"": [[121.458142, 25.1625542], [121.458084, 25.1625319]]}",6.347301166442134,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.458142, 25.1625542], [121.458033, 25.1628451]]}",34.04421822678949,residential
"{""type"": ""LineString"", ""coordinates"": [[121.458084, 25.1625319], [121.4581806, 25.1622976]]}",27.719622508843884,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.458084, 25.1625319], [121.4577226, 25.1624045]]}",39.07009338694328,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4471644, 25.1783657], [121.4471603, 25.1781557]]}",23.264792858595015,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4471644, 25.1783657], [121.4480851, 25.1783694]]}",92.80407345716019,secondary
"{""type"": ""LineString"", ""coordinates"": [[121.4471644, 25.1783657], [121.4464669, 25.178349]]}",70.32976123970244,secondary
"{""type"": ""LineString"", ""coordinates"": [[121.4471603, 25.1781557], [121.4471897, 25.1780525]]}",11.80905230193793,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4471897, 25.1780525], [121.4473829, 25.1774578]]}",68.69150877399852,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4473829, 25.1774578], [121.4467319, 25.1775527]]}",66.45549552336286,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4473829, 25.1774578], [121.4475952, 25.1774163]]}",21.887383672798144,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4388932, 25.1716115], [121.4389357, 25.1716556]]}",6.49729393966353,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4388932, 25.1716115], [121.4388337, 25.1713867]]}",25.612575723947142,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4385188, 25.1713463], [121.4381766, 25.1715463]]}",40.99558399908457,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4359082, 25.1741226], [121.4354066, 25.1743462]]}",56.301433981713444,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4359082, 25.1741226], [121.4361858, 25.1747027]]}",70.08436005655132,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4359082, 25.1741226], [121.4359176, 25.1740716]]}",5.728030997262248,service
"{""type"": ""LineString"", ""coordinates"": [[121.4354066, 25.1743462], [121.4349036, 25.1745938]]}",57.644453134986975,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4349036, 25.1745938], [121.4346985, 25.1747066]]}",24.156244522563103,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4346985, 25.1747066], [121.4345267, 25.1747123]]}",17.32880489337871,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4345267, 25.1747123], [121.4342801, 25.1747843]]}",26.105136231100595,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4342801, 25.1747843], [121.4341687, 25.1748548]]}",13.67744558643367,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4341687, 25.1748548], [121.4341057, 25.174947]]}",12.026074272155183,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4341057, 25.174947], [121.4343387, 25.1753987]]}",55.271568246147204,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4341057, 25.174947], [121.4338881, 25.1749775]]}",22.192510857355035,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4472863, 25.1675657], [121.447073, 25.1676968]]}",25.94610823933421,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4472863, 25.1675657], [121.4476142, 25.1683228]]}",90.14076855313601,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4472863, 25.1675657], [121.4474404, 25.1674322]]}",21.44703518858087,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4472863, 25.1675657], [121.4472657, 25.1674709]]}",10.704080447921397,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.447073, 25.1676968], [121.4466797, 25.1679212]]}",46.794022581761105,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4466797, 25.1679212], [121.447215, 25.1685938]]}",91.99075542911106,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4466797, 25.1679212], [121.4460813, 25.1682306]]}",69.37734884517842,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4404313, 25.172346], [121.4402312, 25.1724303]]}",22.226862253545722,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4404313, 25.172346], [121.4406, 25.1726916]]}",41.88815476997339,secondary
"{""type"": ""LineString"", ""coordinates"": [[121.4404313, 25.172346], [121.4405675, 25.1721958]]}",21.570487642026755,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4404313, 25.172346], [121.4403784, 25.1722697]]}",9.99313002269116,secondary
"{""type"": ""LineString"", ""coordinates"": [[121.4402312, 25.1724303], [121.4400211, 25.1724964]]}",22.408214981271527,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4400211, 25.1724964], [121.4399704, 25.1725084]]}",5.2806396923513,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4399704, 25.1725084], [121.4399267, 25.1725248]]}",4.764875313466162,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4399704, 25.1725084], [121.4400976, 25.1728459]]}",39.52158411289692,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4399267, 25.1725248], [121.4398687, 25.1725468]]}",6.333991743200617,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4398687, 25.1725468], [121.438863, 25.1729114]]}",109.12368944768731,primary
"{""type"": ""LineString"", ""coordinates"": [[121.438863, 25.1729114], [121.4386534, 25.1729212]]}",21.1556945607959,primary
"{""type"": ""LineString"", ""coordinates"": [[121.438863, 25.1729114], [121.4388937, 25.1731799]]}",29.901521423462903,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4390066, 25.1791077], [121.4387701, 25.1794547]]}",45.228289743186046,service
"{""type"": ""LineString"", ""coordinates"": [[121.4390066, 25.1791077], [121.438966, 25.1790202]]}",10.52065875369299,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4390066, 25.1791077], [121.439393, 25.1793307]]}",46.11986969419531,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4387701, 25.1794547], [121.4386167, 25.1793593]]}",18.728031085774244,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4387701, 25.1794547], [121.4386909, 25.1795625]]}",14.36343920005375,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4379139, 25.1895603], [121.4376716, 25.1879654]]}",178.34266179472274,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.45051, 25.1645963], [121.4506041, 25.1646259]]}",10.036639172090458,residential
"{""type"": ""LineString"", ""coordinates"": [[121.45051, 25.1645963], [121.4506334, 25.1643538]]}",29.601687634142625,primary
"{""type"": ""LineString"", ""coordinates"": [[121.45051, 25.1645963], [121.4503479, 25.1648444]]}",31.97261134604504,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4506041, 25.1646259], [121.4506805, 25.1644778]]}",18.12256623634749,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4506041, 25.1646259], [121.4509212, 25.1649001]]}",44.09431365901522,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4506041, 25.1646259], [121.4505503, 25.1647145]]}",11.212836141216357,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4476081, 25.1738989], [121.4480928, 25.1740835]]}",52.96397038886348,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4476081, 25.1738989], [121.447617, 25.1738495]]}",5.544953027969135,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4480928, 25.1740835], [121.4482807, 25.1741551]]}",20.533730560772774,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4480928, 25.1740835], [121.4480531, 25.1741942]]}",12.898407528702435,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4480928, 25.1740835], [121.4481361, 25.1739823]]}",12.02938382151978,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4482807, 25.1741551], [121.448479, 25.1742306]]}",21.667540427830907,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4482807, 25.1741551], [121.4484154, 25.1738798]]}",33.380414171070036,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4482807, 25.1741551], [121.4480987, 25.1745487]]}",47.300545428182055,footway
"{""type"": ""LineString"", ""coordinates"": [[121.448479, 25.1742306], [121.4486615, 25.1743002]]}",19.946067731268883,footway
"{""type"": ""LineString"", ""coordinates"": [[121.448479, 25.1742306], [121.448366, 25.1744854]]}",30.43526385009738,footway
"{""type"": ""LineString"", ""coordinates"": [[121.448479, 25.1742306], [121.4485191, 25.1741253]]}",12.344320681610478,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4486615, 25.1743002], [121.4488586, 25.1743753]]}",21.538832673319682,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4486615, 25.1743002], [121.4488009, 25.1740053]]}",35.55928724437618,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4486615, 25.1743002], [121.4485582, 25.1745374]]}",28.262064339582142,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4488586, 25.1743753], [121.4490433, 25.1744456]]}",20.180547500682426,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4488586, 25.1743753], [121.4488072, 25.1744784]]}",12.540432550256993,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4488586, 25.1743753], [121.4489085, 25.1742706]]}",12.641120015616814,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4490433, 25.1744456], [121.4492372, 25.17452]]}",21.211401580247156,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4490433, 25.1744456], [121.4491885, 25.1741378]]}",37.10292145138193,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4490433, 25.1744456], [121.4489251, 25.1746817]]}",28.738295403511117,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4492372, 25.17452], [121.4495181, 25.1746278]]}",30.72938642071077,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4492372, 25.17452], [121.4491937, 25.1746258]]}",12.512603592938856,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4492372, 25.17452], [121.4492821, 25.17441]]}",12.997816031083298,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4495181, 25.1746278], [121.4496205, 25.1746655]]}",11.134590497676246,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4495181, 25.1746278], [121.4494323, 25.1748159]]}",22.558996677920437,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4496205, 25.1746655], [121.4496129, 25.1746946]]}",3.3131108264858797,service
"{""type"": ""LineString"", ""coordinates"": [[121.4496205, 25.1746655], [121.4496376, 25.1746397]]}",3.3373681057453712,service
"{""type"": ""LineString"", ""coordinates"": [[121.4488211, 25.1766904], [121.4486992, 25.176594]]}",16.278675651172993,service
"{""type"": ""LineString"", ""coordinates"": [[121.4488211, 25.1766904], [121.448857, 25.1767104]]}",4.242910590688927,service
"{""type"": ""LineString"", ""coordinates"": [[121.4488211, 25.1766904], [121.4487947, 25.1767456]]}",6.668323195566045,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4488211, 25.1766904], [121.4489075, 25.1764896]]}",23.886288916262046,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4486992, 25.176594], [121.4485766, 25.1764947]]}",16.543810698710757,service
"{""type"": ""LineString"", ""coordinates"": [[121.4486992, 25.176594], [121.4487395, 25.1765048]]}",10.682889855166309,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4485766, 25.1764947], [121.4484591, 25.1764439]]}",13.112486892741957,service
"{""type"": ""LineString"", ""coordinates"": [[121.4484591, 25.1764439], [121.4483397, 25.1764641]]}",12.241490979620231,service
"{""type"": ""LineString"", ""coordinates"": [[121.4483397, 25.1764641], [121.4483198, 25.1764667]]}",2.026447018430089,service
"{""type"": ""LineString"", ""coordinates"": [[121.4483198, 25.1764667], [121.44813, 25.176495]]}",19.386549279443656,service
"{""type"": ""LineString"", ""coordinates"": [[121.44813, 25.176495], [121.4481095, 25.1764547]]}",4.918984294891475,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4497685, 25.1761955], [121.4498172, 25.1762137]]}",5.3067033107066655,service
"{""type"": ""LineString"", ""coordinates"": [[121.4497685, 25.1761955], [121.449688, 25.1763765]]}",21.628643595454943,service
"{""type"": ""LineString"", ""coordinates"": [[121.4497685, 25.1761955], [121.4498382, 25.1760439]]}",18.20278470630407,service
"{""type"": ""LineString"", ""coordinates"": [[121.4498172, 25.1762137], [121.4499886, 25.1762777]]}",18.674660516533617,service
"{""type"": ""LineString"", ""coordinates"": [[121.4498172, 25.1762137], [121.4497936, 25.1762708]]}",6.75737206208965,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4498172, 25.1762137], [121.4500467, 25.1757132]]}",60.07186678445216,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4499886, 25.1762777], [121.4503845, 25.1764257]]}",43.14199612431912,service
"{""type"": ""LineString"", ""coordinates"": [[121.4499886, 25.1762777], [121.4499701, 25.1763277]]}",5.8438690204727815,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4503845, 25.1764257], [121.4505632, 25.1764925]]}",19.473116697704445,service
"{""type"": ""LineString"", ""coordinates"": [[121.4503845, 25.1764257], [121.4503632, 25.1764751]]}",5.878036231191108,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4505632, 25.1764925], [121.4506835, 25.176583]]}",15.733047606331342,service
"{""type"": ""LineString"", ""coordinates"": [[121.4506835, 25.176583], [121.4507133, 25.1766795]]}",11.103074423987104,service
"{""type"": ""LineString"", ""coordinates"": [[121.4507133, 25.1766795], [121.4507269, 25.1768283]]}",16.539079314860334,service
"{""type"": ""LineString"", ""coordinates"": [[121.4507269, 25.1768283], [121.4505265, 25.1769399]]}",23.682125981347745,service
"{""type"": ""LineString"", ""coordinates"": [[121.4507269, 25.1768283], [121.4512904, 25.1765174]]}",66.42387572285804,service
"{""type"": ""LineString"", ""coordinates"": [[121.4505265, 25.1769399], [121.4503017, 25.1770691]]}",26.800206014656858,service
"{""type"": ""LineString"", ""coordinates"": [[121.4505265, 25.1769399], [121.450386, 25.1768509]]}",17.255424700645417,service
"{""type"": ""LineString"", ""coordinates"": [[121.4503017, 25.1770691], [121.4500615, 25.1771201]]}",24.861839017829084,service
"{""type"": ""LineString"", ""coordinates"": [[121.4503017, 25.1770691], [121.4498852, 25.1769091]]}",45.569696063997526,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4500615, 25.1771201], [121.4498789, 25.177128]]}",18.42638886645156,service
"{""type"": ""LineString"", ""coordinates"": [[121.4498789, 25.177128], [121.4497651, 25.1771022]]}",11.821374318894783,service
"{""type"": ""LineString"", ""coordinates"": [[121.4497651, 25.1771022], [121.4494773, 25.1769805]]}",31.988617249203866,service
"{""type"": ""LineString"", ""coordinates"": [[121.4497651, 25.1771022], [121.4497513, 25.1771313]]}",3.5106595567524828,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4494773, 25.1769805], [121.4494366, 25.1769605]]}",4.662393504550415,service
"{""type"": ""LineString"", ""coordinates"": [[121.4494773, 25.1769805], [121.4494577, 25.1770205]]}",4.8511989743271045,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4494773, 25.1769805], [121.4495564, 25.1767882]]}",22.743862131171092,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4494366, 25.1769605], [121.4493948, 25.1769387]]}",4.856243366307611,service
"{""type"": ""LineString"", ""coordinates"": [[121.4494366, 25.1769605], [121.449512, 25.1767719]]}",22.23024097688268,service
